Job ID,SQL,Excel,Tableau,Power Bi,Python,R
76,True,True,False,False,False,False
77,True,False,False,False,True,False
78,True,True,False,False,False,False
79,False,False,False,False,False,False
80,True,True,True,True,True,False
81,True,True,False,False,True,False
82,True,True,False,False,True,False
83,True,True,False,False,False,False
84,True,False,False,False,True,False
85,False,True,False,False,False,False
86,True,True,False,False,False,False
87,True,True,False,False,True,False
88,True,True,False,False,False,False
89,True,True,False,False,True,False
90,True,True,False,False,False,False
91,True,False,False,False,False,False
92,True,True,False,False,False,False
93,True,True,False,False,False,False
94,True,True,False,False,False,False
95,True,True,False,False,False,False
96,True,True,False,False,False,False
97,True,True,True,False,True,False
98,True,True,False,False,False,False
99,True,True,False,False,True,False
100,True,True,False,False,False,False
101,True,True,False,False,False,False
102,True,True,False,False,True,False
103,True,True,False,False,True,False
104,True,True,False,False,True,False
105,True,True,False,False,True,False
106,True,False,True,False,False,False
107,True,True,False,False,False,False
108,True,True,False,False,True,False
109,True,True,False,False,True,False
110,True,True,False,False,False,False
111,True,False,True,False,False,False
112,True,False,False,False,True,False
113,True,True,False,False,True,False
114,True,True,False,False,True,False
115,True,True,False,False,True,False
116,True,True,True,True,True,False
117,False,False,True,False,False,False
118,True,True,False,False,True,False
119,True,True,False,False,False,False
120,True,False,True,False,False,False
121,True,True,False,True,False,False
122,False,True,False,False,False,False
123,True,True,False,False,False,False
124,True,False,False,False,False,False
125,True,True,False,False,True,False
126,False,True,False,False,True,True
127,True,True,False,False,False,False
128,True,False,False,False,True,False
129,False,True,True,False,True,False
130,True,True,False,False,True,False
131,False,False,False,True,False,False
132,True,False,False,False,True,False
133,True,True,False,False,False,False
134,False,True,False,False,True,True
135,True,True,False,False,True,False
136,True,True,False,False,False,False
137,True,False,False,False,True,False
138,True,True,True,False,True,False
139,True,True,False,False,False,False
140,True,False,True,False,False,False
141,True,True,True,False,False,False
142,True,True,False,False,False,False
143,False,True,False,True,False,False
144,True,True,False,False,False,False
145,False,True,False,False,True,True
146,True,True,False,False,True,False
147,True,True,False,False,False,False
148,False,False,False,False,False,False
149,True,True,False,False,True,False
150,True,True,False,False,True,False
151,True,True,False,False,False,False
152,True,False,True,False,True,False
153,True,True,False,True,True,False
154,True,True,False,False,True,False
155,True,False,True,True,True,False
156,True,True,False,False,False,False
157,False,False,False,False,True,False
158,True,True,False,False,False,False
159,True,True,False,False,True,False
160,False,True,False,False,False,False
161,True,False,True,True,True,False
162,True,True,False,False,True,False
163,False,True,True,False,True,False
164,True,True,False,False,True,False
165,True,True,False,False,False,False
166,True,True,True,False,True,False
167,True,False,False,False,True,False
168,False,True,False,False,False,False
169,True,False,True,False,True,False
170,True,False,False,False,False,False
171,True,True,False,False,False,False
172,True,True,False,False,False,False
173,True,True,False,False,False,False
174,True,True,True,False,True,False
175,True,False,True,False,True,False
176,True,True,False,False,False,False
177,True,True,False,False,False,False
178,True,False,True,False,False,False
179,True,True,False,False,True,False
180,True,True,False,False,True,False
181,True,True,False,False,False,False
182,False,True,False,True,False,False
183,True,True,False,False,False,False
184,True,True,False,False,False,False
185,True,True,True,True,False,False
186,True,True,False,False,True,False
187,True,True,False,False,False,False
188,True,True,False,False,True,False
189,True,True,False,False,False,False
190,True,True,False,False,True,False
191,True,True,False,False,True,False
192,True,True,False,False,False,False
193,True,False,True,False,False,False
194,True,True,False,False,True,False
195,True,True,False,False,False,False
196,True,True,False,True,True,False
197,False,True,True,False,False,False
198,True,True,False,False,True,False
199,True,True,False,False,False,False
200,True,True,False,False,True,False
201,True,False,False,False,True,True
202,False,True,False,False,False,False
203,False,True,False,True,True,False
204,True,False,True,False,False,False
205,True,True,False,False,True,False
206,True,True,True,False,True,False
207,True,True,False,False,False,False
208,True,True,False,False,False,False
209,True,True,False,False,False,False
210,True,True,False,False,False,False
211,True,True,False,False,True,False
212,True,True,False,False,False,False
213,True,False,False,False,False,False
214,True,True,False,False,False,False
215,True,True,False,False,False,False
216,True,True,False,False,True,False
217,False,True,True,False,True,False
218,True,False,False,False,False,False
219,True,True,False,False,False,False
220,True,True,False,False,False,False
221,True,False,True,False,True,False
222,True,True,False,False,False,False
223,True,True,False,False,False,False
224,True,True,False,False,False,False
225,False,True,True,False,False,False
226,True,True,False,False,False,False
227,True,True,False,False,False,False
228,True,True,False,False,False,False
229,False,True,False,False,False,False
230,True,True,True,True,True,False
231,True,True,False,False,False,False
232,True,False,True,False,True,False
233,True,True,False,False,False,False
234,True,True,True,False,True,False
235,True,True,False,False,True,False
236,True,True,False,False,False,False
237,False,True,True,False,False,False
238,True,True,True,True,True,False
239,True,True,False,False,True,False
240,True,False,False,False,True,False
241,True,True,False,False,False,False
242,True,True,False,False,False,False
243,True,True,False,False,True,False
244,True,True,False,True,False,False
245,True,True,False,False,True,False
246,True,True,False,False,True,False
247,True,True,True,False,True,False
248,True,True,True,False,False,False
249,True,True,False,False,False,False
250,True,True,False,False,False,False
251,False,False,False,True,False,False
252,True,True,False,False,False,False
253,True,False,False,False,True,False
254,True,True,False,False,True,False
255,True,True,False,False,True,False
256,True,True,True,False,True,False
257,True,True,False,False,True,False
258,True,True,False,False,True,False
259,True,True,False,False,False,False
260,True,False,True,False,False,False
261,True,True,False,False,True,False
262,True,True,False,False,False,False
263,True,False,True,False,True,False
264,True,True,False,False,True,False
265,True,True,False,False,False,False
266,True,True,False,False,True,False
267,True,True,False,False,False,False
268,True,True,False,False,True,False
269,True,True,False,False,True,False
270,True,False,True,False,False,False
271,True,True,False,False,True,False
272,True,True,False,False,False,False
273,True,True,False,False,False,False
274,True,True,False,True,True,False
275,True,True,False,False,False,False
276,True,True,False,False,True,False
277,True,True,False,False,True,False
278,True,True,False,False,True,False
279,True,True,False,False,False,False
280,False,False,False,False,False,False
281,True,True,False,False,True,False
282,True,True,False,False,True,True
283,False,True,False,False,False,False
284,True,True,False,False,True,False
285,True,True,False,False,False,False
286,True,True,False,False,False,False
287,True,False,False,False,True,False
288,True,True,True,True,False,False
289,True,True,False,False,False,False
290,True,True,False,False,True,False
291,True,True,False,False,False,False
292,False,True,False,False,False,False
293,True,True,False,False,False,False
294,True,True,False,False,False,False
295,True,True,False,False,True,False
296,True,False,False,False,True,False
297,True,True,False,False,True,False
298,True,True,False,False,False,False
299,True,True,False,False,False,False
300,True,True,False,False,False,False
301,True,True,False,False,False,False
302,False,True,False,True,False,False
303,True,True,False,False,False,False
304,True,True,False,False,False,False
305,True,True,False,False,False,False
306,False,False,False,False,False,False
307,True,True,False,False,False,False
308,True,True,False,False,False,False
309,True,True,False,False,True,False
310,True,False,False,False,False,False
311,True,True,False,False,False,False
312,True,True,False,False,False,False
313,True,True,False,False,False,False
314,True,True,False,False,False,False
315,False,True,False,False,False,False
316,True,True,True,False,False,False
317,True,True,False,False,True,False
318,True,True,True,False,False,False
319,False,True,True,False,False,False
320,True,True,False,False,False,False
321,True,True,False,False,False,False
322,True,False,False,False,True,False
323,True,True,False,False,True,False
324,True,True,False,False,True,False
325,True,True,False,False,False,False
326,True,True,False,False,False,False
327,True,True,True,False,False,False
328,True,False,True,False,False,False
329,True,True,False,False,True,False
330,True,True,True,True,False,False
331,False,False,False,False,False,False
332,True,True,False,False,True,False
333,True,True,True,True,True,False
334,True,True,False,False,False,False
335,True,True,False,False,False,False
336,True,True,False,False,False,False
337,False,True,True,False,False,False
338,True,False,True,True,True,False
339,True,True,True,True,False,False
340,True,True,False,False,False,False
341,True,False,True,False,True,False
342,True,True,True,True,True,False
343,True,True,True,True,False,False
344,True,True,False,False,True,False
345,True,False,True,True,True,False
346,True,True,False,False,False,False
347,False,True,False,False,False,False
348,True,True,False,True,False,False
349,True,True,False,False,True,False
350,True,True,False,False,False,False
351,True,True,False,False,False,False
352,True,True,False,False,False,False
353,True,True,False,False,True,False
354,True,True,False,False,True,False
355,True,True,False,False,True,False
356,True,False,False,False,False,False
357,True,True,True,True,True,False
358,True,True,False,False,True,False
359,True,True,False,False,False,False
360,True,True,False,False,False,False
361,True,True,False,False,False,False
362,True,True,False,False,True,False
363,True,False,False,False,False,False
364,True,True,False,False,True,False
365,True,True,True,True,True,False
366,True,True,False,False,False,False
367,True,True,False,False,False,False
368,True,True,False,False,False,False
369,True,True,False,False,True,False
370,True,True,False,False,False,False
371,True,True,False,False,True,False
372,False,False,False,False,False,False
373,True,True,False,False,True,False
374,True,True,False,False,True,False
375,True,True,False,False,False,False
376,True,False,True,True,True,False
377,True,False,True,False,True,False
378,True,True,False,False,True,False
379,True,True,False,False,True,False
380,True,True,False,False,True,False
381,True,False,False,False,False,False
382,True,True,False,False,False,False
383,True,True,True,False,True,False
384,True,False,True,False,True,False
385,True,True,False,False,False,False
386,False,True,False,False,False,False
387,False,False,False,True,False,False
388,False,False,False,False,False,False
389,True,True,False,False,False,False
390,True,True,False,False,True,False
391,True,True,False,False,False,False
392,True,True,False,False,False,False
393,True,True,False,False,False,False
394,False,False,False,False,False,False
395,True,False,True,True,True,False
396,True,True,True,True,False,False
397,True,True,False,False,True,False
398,True,True,False,False,True,False
399,True,True,False,False,True,False
400,True,True,False,False,False,False
401,True,False,True,False,False,False
402,True,True,False,False,True,False
403,False,True,False,True,False,False
404,True,False,True,True,True,False
405,True,True,False,False,False,False
406,False,True,False,True,False,False
407,True,True,False,False,True,False
408,False,True,False,False,False,False
409,False,True,True,False,False,False
410,True,True,False,False,False,False
411,True,True,False,False,False,False
412,True,False,False,False,False,False
413,True,True,False,False,False,False
414,True,False,True,True,True,False
415,True,True,False,False,True,False
416,True,True,False,False,True,False
417,True,True,True,True,True,False
418,True,True,False,False,True,False
419,True,True,False,False,True,False
420,True,True,True,True,True,False
421,True,True,False,False,True,False
422,True,True,False,False,False,False
423,True,True,False,False,False,False
424,True,True,False,False,True,False
425,True,False,True,True,True,False
426,True,True,False,False,False,False
427,True,True,False,False,True,False
428,True,True,False,False,True,False
429,True,True,False,False,True,False
430,True,True,False,False,True,False
431,True,True,False,False,False,False
432,True,True,False,False,False,False
433,True,True,False,False,False,False
434,True,False,False,False,False,False
435,True,True,False,False,False,False
436,True,True,False,False,True,False
437,True,True,False,False,True,False
438,True,False,True,False,False,False
439,True,True,True,True,False,False
440,False,True,False,False,True,True
441,True,True,False,False,False,False
442,True,True,False,False,False,False
443,True,True,True,False,True,False
444,True,True,False,False,False,False
445,True,True,False,False,False,False
446,True,True,False,False,False,False
447,True,False,True,False,True,True
448,True,False,True,False,True,False
449,True,False,False,False,True,False
450,True,True,False,False,False,False
451,False,False,False,False,False,False
452,True,True,False,False,True,False
453,True,True,False,False,True,False
454,False,True,False,False,True,True
455,True,True,False,False,True,False
456,False,False,False,False,False,False
457,True,True,False,False,False,False
458,True,True,False,True,False,False
459,True,True,False,False,False,False
460,True,True,False,False,True,False
461,True,False,True,False,False,False
462,True,True,False,False,False,False
463,True,True,False,False,False,False
464,True,True,False,False,True,False
465,True,True,False,False,True,False
466,True,True,False,False,False,False
467,True,True,False,False,False,False
468,True,True,True,False,True,False
469,True,True,False,False,False,False
470,True,False,False,False,True,False
471,False,True,False,False,False,False
472,True,True,True,True,True,False
473,True,True,True,True,False,False
474,True,True,False,False,False,False
475,False,False,False,False,False,False
476,True,True,False,False,True,False
477,True,False,True,False,True,False
478,True,False,False,False,False,False
479,True,False,False,False,True,False
480,True,True,False,False,False,False
481,True,True,False,False,False,False
482,True,True,False,False,False,False
483,True,True,False,False,False,False
484,True,True,False,False,False,False
485,True,True,False,False,False,False
486,True,True,False,False,False,False
487,True,True,False,False,True,False
488,False,True,False,False,False,False
489,True,True,False,False,True,False
490,True,True,False,False,False,False
491,True,True,False,False,True,False
492,True,True,True,True,False,False
493,True,True,False,False,False,False
494,True,True,False,True,True,False
495,True,True,False,False,False,False
496,True,True,False,False,True,False
497,True,True,False,False,True,False
498,True,True,False,False,True,False
499,True,True,False,False,False,False
500,True,True,False,False,False,False
501,True,False,False,False,True,True
502,False,True,False,False,False,False
503,True,True,False,False,False,False
504,True,True,True,True,True,False
505,True,True,False,False,True,False
506,True,True,False,False,True,False
507,True,True,False,False,False,False
508,True,True,False,False,False,False
509,True,True,False,False,True,False
510,True,True,True,True,True,False
511,True,True,False,False,True,False
512,True,False,True,False,True,False
513,True,True,True,True,True,False
514,True,True,False,False,False,False
515,True,False,True,False,True,False
516,True,True,False,False,False,False
517,False,True,False,True,False,False
518,False,True,False,True,False,False
519,True,True,False,False,True,False
520,True,True,True,False,True,False
521,True,True,False,False,False,False
522,True,True,False,False,True,False
523,True,False,False,False,True,True
524,False,False,False,False,False,False
525,True,True,False,False,False,False
526,True,False,True,False,True,False
527,True,True,False,False,True,False
528,True,True,False,False,False,False
529,False,True,False,False,False,False
530,True,True,False,False,True,False
531,True,True,True,False,True,False
532,False,False,False,True,False,False
533,True,True,False,False,False,False
534,True,True,False,False,False,False
535,True,True,False,False,False,False
536,True,True,False,False,False,False
537,True,True,True,True,True,False
538,True,True,False,False,True,False
539,False,True,False,True,False,False
540,False,True,False,False,False,False
541,True,True,True,True,True,False
542,True,True,False,False,False,False
543,True,True,False,False,False,False
544,True,True,False,False,False,False
545,True,True,False,True,False,False
546,True,True,False,False,True,False
547,True,True,False,False,True,False
548,True,True,False,False,True,False
549,True,True,False,False,True,False
550,True,False,True,False,False,False
551,True,True,False,False,False,False
552,True,False,False,False,False,False
553,True,True,False,False,False,False
554,True,True,False,False,True,False
555,True,True,False,False,True,False
556,True,True,False,False,False,False
557,True,True,False,False,True,False
558,True,False,True,False,True,False
559,True,True,False,False,True,False
560,True,True,False,False,False,False
561,True,True,False,False,False,False
562,True,True,False,False,True,False
563,True,True,False,False,True,False
564,True,True,True,False,False,False
565,True,True,False,False,True,False
566,True,True,False,False,True,False
567,True,True,False,False,False,False
568,False,False,False,False,False,False
569,True,False,True,False,True,False
570,True,True,False,False,False,False
571,True,True,False,False,True,False
572,True,True,False,False,False,False
573,True,True,False,False,False,False
574,False,True,False,False,False,False
575,True,False,False,False,True,False
576,False,True,False,True,True,False
577,True,True,False,False,False,False
578,True,True,False,False,False,False
579,True,True,False,False,False,False
580,True,True,True,True,False,False
581,True,True,False,False,False,False
582,True,True,True,True,False,False
583,True,True,False,False,True,False
584,True,True,False,False,False,False
585,False,True,True,False,True,False
586,True,True,True,False,True,False
587,True,False,True,False,True,False
588,True,True,False,False,False,False
589,True,False,False,False,False,False
590,False,True,False,False,False,False
591,False,True,True,False,False,False
592,True,True,False,False,True,False
593,True,True,False,False,True,False
594,False,True,False,False,False,False
595,False,False,False,False,False,False
596,True,False,True,False,True,False
597,True,True,False,False,False,False
598,True,False,True,True,True,False
599,False,True,False,False,False,False
600,True,True,False,False,False,False
601,False,True,False,False,True,True
602,True,True,False,False,False,False
603,True,True,False,False,True,False
604,True,False,False,False,False,False
605,True,False,False,False,True,False
606,True,True,True,True,False,False
607,True,False,True,False,False,False
608,True,True,False,False,False,False
609,True,True,False,False,True,False
610,True,True,False,False,False,False
611,True,False,False,False,True,False
612,True,True,True,False,True,False
613,True,True,True,False,True,False
614,True,True,False,False,False,False
615,True,True,False,True,False,False
616,True,True,False,False,False,False
617,True,True,False,False,False,False
618,True,True,False,False,True,False
619,True,False,True,False,False,False
620,True,True,False,False,False,False
621,True,True,False,False,False,False
622,True,True,False,False,False,False
623,True,True,False,False,True,False
624,True,False,False,False,True,False
625,True,True,False,False,False,False
626,True,True,False,False,False,False
627,True,True,False,False,True,False
628,True,True,False,False,False,False
629,False,False,False,False,False,False
630,True,True,False,False,True,False
631,True,True,False,False,True,False
632,True,True,False,False,False,False
633,False,True,False,False,True,False
634,True,True,False,False,True,False
635,True,True,False,False,False,False
636,True,True,False,False,False,False
637,True,True,False,False,False,False
638,False,False,False,False,False,False
639,True,True,False,False,False,False
640,True,False,True,True,False,False
641,True,True,False,False,True,False
642,True,True,False,False,True,False
643,True,True,False,False,False,False
644,True,False,True,False,True,False
645,True,True,False,False,False,False
646,True,True,False,False,False,False
647,True,False,False,False,True,True
648,True,True,True,True,True,False
649,True,True,False,False,False,False
650,True,True,False,False,False,False
651,True,False,False,False,True,False
652,True,True,False,False,False,False
653,True,True,False,False,True,False
654,True,True,False,False,True,False
655,True,True,False,False,True,False
656,True,True,False,False,False,False
657,True,True,False,False,False,False
658,True,True,False,False,False,False
659,True,False,True,False,False,False
660,False,True,False,False,False,False
661,True,False,True,False,True,False
662,True,True,False,False,False,False
663,True,False,False,False,True,False
664,True,True,False,False,False,False
665,True,True,False,False,False,False
666,True,True,True,False,True,False
667,True,True,True,False,False,False
668,True,True,False,False,False,False
669,True,False,True,False,False,False
670,True,True,False,False,True,False
671,True,True,False,False,False,False
672,True,True,False,False,False,False
673,False,True,False,False,False,False
674,True,False,True,False,False,False
675,True,True,False,False,True,False
676,True,True,False,False,True,False
677,True,True,False,False,False,False
678,True,True,False,False,True,False
679,True,True,False,False,False,False
680,True,True,False,True,True,False
681,True,False,True,False,True,False
682,False,True,False,False,False,False
683,False,False,False,False,False,False
684,True,True,False,False,False,False
685,True,False,True,True,True,False
686,True,True,True,True,True,False
687,True,False,True,False,True,False
688,True,True,False,False,False,False
689,True,True,True,True,True,False
690,False,True,False,False,False,False
691,True,True,False,False,False,False
692,True,True,False,False,True,False
693,True,True,True,True,True,False
694,True,False,True,False,True,False
695,True,True,False,False,False,False
696,True,True,True,False,True,False
697,True,True,False,False,False,False
698,True,True,False,False,False,False
699,False,True,False,False,False,False
700,True,True,False,False,False,False
701,True,True,True,True,False,False
702,True,True,False,False,False,False
703,True,True,False,False,True,False
704,True,True,False,False,False,False
705,True,True,False,False,False,False
706,True,True,True,True,True,True
707,True,True,False,False,True,False
708,True,True,False,True,False,False
709,True,True,False,False,True,False
710,True,True,False,False,True,False
711,False,True,False,False,False,False
712,True,True,False,False,False,False
713,True,True,False,False,False,False
714,True,True,False,False,True,False
715,False,True,False,False,False,False
716,True,True,False,False,False,False
717,True,True,False,False,False,False
718,True,True,False,False,True,False
719,True,True,False,True,True,False
720,True,True,False,False,False,False
721,True,True,False,False,False,False
722,True,True,False,False,False,False
723,True,True,False,False,False,False
724,True,True,False,False,True,False
725,True,True,False,False,False,False
726,True,True,False,False,False,False
727,True,True,False,False,True,False
728,True,True,False,False,False,False
729,True,False,True,True,True,False
730,True,True,False,False,False,False
731,True,True,False,False,True,False
732,True,True,False,False,False,False
733,True,True,False,False,True,False
734,True,True,False,False,True,False
735,True,True,False,False,True,False
736,True,True,False,False,True,False
737,True,True,False,False,False,False
738,True,True,False,False,True,False
739,True,True,False,False,False,False
740,False,False,False,False,False,False
741,True,True,False,False,False,False
742,True,True,False,False,True,False
743,False,False,False,False,False,False
744,True,True,False,False,True,False
745,True,True,False,False,False,False
746,True,True,False,False,True,False
747,False,True,False,False,True,True
748,True,True,False,False,False,False
749,True,True,False,False,True,False
750,True,False,True,False,True,False
751,True,True,True,False,True,False
752,False,False,False,True,False,False
753,True,True,False,False,False,False
754,True,True,False,False,False,False
755,False,True,False,True,False,False
756,True,False,False,False,True,False
757,False,True,False,False,True,True
758,False,False,True,False,False,False
759,False,True,False,False,False,False
760,True,True,False,False,True,False
761,True,True,False,False,True,False
762,False,False,True,False,False,False
763,True,False,False,False,True,False
764,True,False,True,True,False,False
765,True,False,False,False,True,False
766,True,True,False,False,True,False
767,True,True,False,False,False,False
768,True,True,False,False,False,False
769,True,True,False,False,False,False
770,True,True,False,False,False,False
771,True,True,True,False,True,False
772,True,True,False,False,False,False
773,True,True,False,False,False,False
774,True,True,False,False,False,False
775,True,True,False,False,False,False
776,True,True,True,True,True,False
777,False,True,False,True,True,False
778,True,True,False,False,True,False
779,True,True,False,False,True,False
780,True,False,True,False,True,False
781,True,True,True,False,True,False
782,True,True,False,False,True,False
783,True,True,False,False,True,False
784,True,True,False,False,True,False
785,True,True,False,True,False,False
786,True,True,True,False,False,False
787,True,True,True,True,False,False
788,True,True,False,False,True,False
789,True,True,False,False,False,False
790,True,True,False,False,True,False
791,True,True,False,False,False,False
792,True,True,True,True,True,False
793,True,False,False,False,False,False
794,False,True,False,False,False,False
795,True,True,False,False,True,False
796,True,True,False,False,True,False
797,True,False,False,False,True,False
798,True,True,False,False,True,False
799,True,True,False,False,False,False
800,True,True,False,False,False,False
801,True,True,False,False,True,False
802,False,True,False,False,True,True
803,True,True,False,False,False,False
804,True,True,False,False,True,False
805,False,True,False,True,False,False
806,False,True,False,False,False,False
807,True,True,False,False,True,False
808,False,True,False,False,False,False
809,True,True,False,False,False,False
810,True,True,False,False,False,False
811,True,True,False,False,True,False
812,True,True,False,False,True,False
813,False,True,False,False,True,False
814,True,True,False,False,True,False
815,False,True,True,True,False,False
816,True,True,False,False,False,False
817,True,True,False,False,False,False
818,True,True,False,False,False,False
819,True,True,True,False,False,False
820,True,True,False,False,True,False
821,True,True,False,False,True,False
822,True,True,False,False,False,False
823,True,True,False,False,True,False
824,True,True,False,False,True,False
825,True,True,False,False,True,False
826,True,True,False,False,True,False
827,True,False,True,False,False,False
828,True,True,False,False,True,False
829,True,True,False,False,True,False
830,True,True,False,False,False,False
831,False,True,False,False,False,False
832,True,False,False,False,True,False
833,True,True,True,False,True,False
834,False,True,False,False,False,False
835,True,True,False,False,False,False
836,True,True,True,True,True,False
837,False,True,True,False,True,False
838,True,True,True,False,True,False
839,True,True,True,True,True,False
840,True,True,False,False,True,False
841,True,True,False,False,False,False
842,True,True,False,False,True,False
843,True,True,False,False,False,False
844,True,False,True,False,True,False
845,True,True,False,False,True,False
846,True,False,True,True,True,False
847,True,True,False,False,True,False
848,True,True,True,True,False,False
849,True,True,False,False,False,False
850,True,False,False,True,False,False
851,True,True,False,False,False,False
852,True,True,False,False,False,False
853,True,False,False,False,True,False
854,True,True,False,False,False,False
855,True,True,False,False,False,False
856,True,True,False,False,True,False
857,True,False,True,True,True,False
858,True,True,False,False,False,False
859,True,True,True,False,True,False
860,True,True,True,True,True,False
861,True,False,True,False,True,False
862,True,True,False,True,False,False
863,True,False,True,False,False,False
864,True,True,False,False,False,False
865,True,True,False,False,False,False
866,True,True,False,False,False,False
867,False,True,True,False,True,False
868,True,True,False,False,True,False
869,True,True,True,False,True,False
870,True,True,False,False,False,False
871,True,True,False,False,False,False
872,True,False,False,False,True,False
873,True,True,False,False,False,False
874,True,True,False,False,False,False
875,True,True,False,False,True,False
876,True,True,False,False,False,False
877,True,True,False,False,True,False
878,False,False,False,False,True,False
879,False,True,True,True,False,False
880,True,True,True,False,True,False
881,True,True,False,False,False,False
882,True,True,False,False,True,False
883,True,True,False,False,False,False
884,True,True,False,False,True,False
885,True,False,False,False,True,False
886,True,False,True,True,False,False
887,True,True,True,False,True,False
888,True,True,False,False,True,False
889,True,True,False,False,True,False
890,True,False,True,False,False,False
891,True,True,False,False,True,False
892,True,True,False,False,False,False
893,False,False,False,True,False,False
894,True,True,False,False,False,False
895,True,True,False,False,False,False
896,False,True,False,True,False,False
897,True,True,False,False,False,False
898,True,True,True,False,True,False
899,True,True,False,False,True,False
900,True,False,True,False,False,False
901,True,True,False,False,True,False
902,False,False,False,False,True,False
903,True,False,False,False,False,False
904,True,True,False,False,True,False
905,True,True,False,False,False,False
906,False,False,True,True,False,False
907,True,True,True,True,True,False
908,True,True,False,False,True,False
909,True,True,False,False,False,False
910,True,True,False,False,True,False
911,True,True,False,False,True,True
912,True,True,False,False,False,False
913,True,True,False,False,False,False
914,True,True,False,False,True,False
915,False,True,False,False,False,False
916,False,True,False,False,False,False
917,True,True,False,False,False,False
918,False,True,False,True,False,False
919,True,False,True,False,True,False
920,True,True,False,False,False,False
921,True,True,False,False,True,False
922,False,True,False,False,True,True
923,True,True,True,True,True,False
924,True,True,False,False,False,False
925,True,True,False,False,True,False
926,True,True,False,False,False,False
927,True,True,False,False,False,False
928,True,True,False,False,False,False
929,True,True,True,False,True,False
930,True,True,False,False,False,False
931,True,False,False,False,False,False
932,True,True,False,False,False,False
933,True,True,False,False,True,False
934,True,True,False,False,True,False
935,False,True,False,False,False,False
936,True,True,False,False,True,False
937,True,True,False,False,True,False
938,True,True,True,False,False,False
939,True,True,False,False,False,False
940,True,True,False,False,False,False
941,True,True,False,False,False,False
942,True,True,False,False,False,False
943,True,True,False,False,False,False
944,True,True,False,False,False,False
945,False,False,False,False,False,False
946,True,True,False,False,False,False
947,True,False,True,False,True,False
948,True,False,True,False,False,False
949,True,True,False,False,True,False
950,False,True,False,True,False,False
951,True,True,False,False,False,False
952,False,True,False,False,False,False
953,True,True,False,False,True,False
954,True,True,False,False,True,False
955,False,True,False,False,False,False
956,True,False,True,False,False,False
957,True,True,True,False,True,False
958,True,True,False,False,False,False
959,True,True,False,False,True,False
960,True,True,False,False,False,False
961,False,True,False,True,True,False
962,True,False,True,True,True,False
963,True,True,False,False,False,False
964,True,True,True,True,True,False
965,True,True,False,False,True,False
966,True,True,True,True,True,False
967,False,True,False,False,False,False
968,True,False,True,False,True,False
969,True,True,False,False,False,False
970,True,True,False,False,False,False
971,True,False,True,False,True,False
972,True,True,False,False,False,False
973,False,True,False,False,False,False
974,True,True,True,False,True,False
975,True,False,True,True,True,False
976,True,False,True,False,False,False
977,True,True,False,False,False,False
978,True,True,False,True,False,False
979,True,False,False,False,True,False
980,True,True,False,False,False,False
981,True,True,False,False,True,False
982,True,False,True,False,True,False
983,True,False,False,False,True,False
984,True,True,False,False,False,False
985,False,True,False,True,False,False
986,True,True,False,False,True,False
987,True,True,False,False,True,False
988,True,True,True,False,True,False
989,True,False,True,False,False,False
990,True,True,False,False,True,False
991,True,True,False,False,False,False
992,True,True,False,False,False,False
993,True,True,False,False,True,False
994,False,False,False,False,False,False
995,True,True,False,False,True,False
